task,variant,signal,quota,eta,eta_lo,eta_hi,reduction_frac
longitudinal,oracle,PKL_gain,0.1,0.19472267825050307,-0.04649839466586971,0.39941787715658,0.04873872877737123
longitudinal,oracle,PKL_gain,0.2,0.109253397702624,-0.20439244789106054,0.3446442031664262,0.027345924812025368
longitudinal,oracle,PKL_gain,0.3,0.18077175778591517,-0.17648871896930926,0.4038491317717322,0.045246839004555464
longitudinal,oracle,PKL_gain,0.5,0.2504198138122162,-0.12063284948958601,0.5335815122372647,0.06267961952624733
longitudinal,oracle,TIP_gain,0.1,0.13925615760494678,-0.08920401497509965,0.3643210207641508,0.03485556051850796
longitudinal,oracle,TIP_gain,0.2,0.07005414905810707,-0.24388412472195303,0.3347132765630835,0.017534424861803663
longitudinal,oracle,TIP_gain,0.3,0.09206389218879175,-0.24062015302710027,0.3682331761352459,0.02304342314872138
longitudinal,oracle,TIP_gain,0.5,0.1438546271497815,-0.2189939259721287,0.4614960234551798,0.03600654900095054
longitudinal,oracle,decision_oracle_dJ,0.1,1.0,1.0,1.0,0.2502981635999828
longitudinal,oracle,decision_oracle_dJ,0.2,1.0,1.0,1.0,0.2502981635999828
longitudinal,oracle,decision_oracle_dJ,0.3,1.0,1.0,1.0,0.2502981635999828
longitudinal,oracle,decision_oracle_dJ,0.5,1.0,1.0,1.0,0.2502981635999828
longitudinal,oracle,uncertainty [scene-z],0.1,-0.016682669006624434,-0.09717851869516257,0.08154040343192473,-0.004175641416304446
longitudinal,oracle,uncertainty [scene-z],0.2,-0.05763234085383834,-0.25246977429094664,0.08806811495550494,-0.014425269079684002
longitudinal,oracle,uncertainty [scene-z],0.3,0.054371929668717046,-0.1590680010864525,0.25546922625386703,0.0136091941474673
longitudinal,oracle,uncertainty [scene-z],0.5,0.18785595614284017,-0.07943969316961698,0.38265408295766007,0.04702000084387181
longitudinal,oracle,criticality [scene-z],0.1,0.044196484322939385,-0.09894947449206583,0.20921257570617094,0.011062298863607158
longitudinal,oracle,criticality [scene-z],0.2,0.15603612501989964,-0.04419340620293144,0.34892423074353374,0.03905555554773821
longitudinal,oracle,criticality [scene-z],0.3,0.2251007938688493,-0.039669795653861376,0.4667206722364918,0.05634231533027125
longitudinal,oracle,criticality [scene-z],0.5,0.4270915582813889,0.10452211621078229,0.6604482044611993,0.10690023272688667
longitudinal,oracle,perception_oracle_dE [scene-z],0.1,0.22240350702087575,0.09323465232969981,0.37410549554488703,0.055667189385521086
longitudinal,oracle,perception_oracle_dE [scene-z],0.2,0.37310380923921593,0.20738362966050372,0.5394267900167223,0.09338719828473405
longitudinal,oracle,perception_oracle_dE [scene-z],0.3,0.4288864617418185,0.2371715939611401,0.624856244036601,0.10734949376687146
longitudinal,oracle,perception_oracle_dE [scene-z],0.5,0.42466261555935464,0.04728199136086325,0.6982524223549866,0.10629227282407196
longitudinal,oracle,best_dE_metric (E6_risk_weighted) [scene-z],0.1,0.48209623266356844,0.27693895627361037,0.6344275809579657,0.12066780171416124
longitudinal,oracle,best_dE_metric (E6_risk_weighted) [scene-z],0.2,0.5389055359693922,0.26939443085266235,0.7370877839161089,0.13488706600700337
longitudinal,oracle,best_dE_metric (E6_risk_weighted) [scene-z],0.3,0.5469984116616117,0.2706643118608192,0.7481778292478213,0.13691269793100883
longitudinal,oracle,best_dE_metric (E6_risk_weighted) [scene-z],0.5,0.6086902403882941,0.35621059719661197,0.7917146100947088,0.15235404937042213
longitudinal,oracle,multimetric_dE_oracle [scene-z],0.1,0.37033357425484525,0.1523931979426712,0.5622558609859323,0.09269381355540565
longitudinal,oracle,multimetric_dE_oracle [scene-z],0.2,0.4408608397368274,0.2612008830151876,0.6149361452135672,0.11034665858927423
longitudinal,oracle,multimetric_dE_oracle [scene-z],0.3,0.49115411872930365,0.2967122511251584,0.6367571603049019,0.12293497396251264
longitudinal,oracle,multimetric_dE_oracle [scene-z],0.5,0.48277756675091127,0.28664751254787185,0.6387962298664284,0.12083833838502121
longitudinal,oracle,PKL_gain [scene-z],0.1,0.15361436502967085,-0.055139576655036694,0.3234277827978094,0.03844939346950404
longitudinal,oracle,PKL_gain [scene-z],0.2,0.22439028093836705,-0.10116143575637215,0.4222470221016753,0.056164475248557506
longitudinal,oracle,PKL_gain [scene-z],0.3,0.2953073146539211,-0.06370844598857657,0.528246135300917,0.07391487855551876
longitudinal,oracle,PKL_gain [scene-z],0.5,0.3438822458436262,-0.033679410782274946,0.5879948015849554,0.08607309462929746
longitudinal,oracle,TIP_gain [scene-z],0.1,0.12847013521801764,-0.06850875383587368,0.3135502455316414,0.032155838922511296
longitudinal,oracle,TIP_gain [scene-z],0.2,0.15537895639838115,-0.07400893599608083,0.4032950443023272,0.038891067448596606
longitudinal,oracle,TIP_gain [scene-z],0.3,0.2690880775537465,-0.05005873846628324,0.4779513577766558,0.06735225165835251
longitudinal,oracle,TIP_gain [scene-z],0.5,0.22861369049293076,-0.12121118782708666,0.5019724210826007,0.05722158690419542
lateral,oracle,random,0.1,0.044192968082191676,-0.24390041389687725,0.24351837350417257,0.0038841354313577524
lateral,oracle,random,0.2,0.0842465443690191,-0.3807169534257214,0.3278168624151055,0.007404458269120446
lateral,oracle,random,0.3,0.09336676450846541,-0.46568186469955486,0.44063031277863335,0.008206037609062555
lateral,oracle,random,0.5,0.12108230871877736,-0.617129922360359,0.5286025190413238,0.010641966489567294
lateral,oracle,uncertainty,0.1,0.30113319975075503,0.0066116355907847695,0.7167587356085446,0.02646670231641144
lateral,oracle,uncertainty,0.2,0.4450721481769879,-0.31913701200877026,0.7929588561763772,0.03911754686921254
lateral,oracle,uncertainty,0.3,0.29913005497369055,-0.4566668005692306,0.721098371117018,0.026290645220896493
lateral,oracle,uncertainty,0.5,0.2699185044737712,-0.9219608752315174,0.722817748582347,0.023723231824027264
lateral,oracle,criticality,0.1,-0.15382712052936548,-1.352011577153171,0.3476382100778075,-0.013519919459598712
lateral,oracle,criticality,0.2,-0.05392525542842579,-1.2021683931385894,0.4449961983259934,-0.0047395095723151565
lateral,oracle,criticality,0.3,-0.06867878179559969,-1.2397458251790623,0.4662299242501673,-0.006036202168151526
lateral,oracle,criticality,0.5,0.005088850040273962,-1.1677102277298865,0.5083013285635736,0.00044726081103068944
lateral,oracle,perception_oracle_dE,0.1,0.07536080230432356,0.0,0.3052048808549682,0.006623487289230599
lateral,oracle,perception_oracle_dE,0.2,0.10864830297674809,-0.04376561129515662,0.4037937549309451,0.00954913737325856
lateral,oracle,perception_oracle_dE,0.3,0.21678150452516948,-0.49075027774181423,0.5048809534693233,0.01905300230170677
lateral,oracle,perception_oracle_dE,0.5,0.1822192431240202,-0.9034335903213743,0.6357163991089426,0.016015313051091613
lateral,oracle,best_dE_metric (E5_loc_heavy),0.1,0.14638669215858177,-0.20813073690010744,0.4246041364530574,0.012865977606096321
lateral,oracle,best_dE_metric (E5_loc_heavy),0.2,0.30867548219750507,-0.15761990521654093,0.6034898296918925,0.027129596160297306
lateral,oracle,best_dE_metric (E5_loc_heavy),0.3,0.3811290232570501,-0.005521531818797433,0.7373177128578404,0.03349756324124373
lateral,oracle,best_dE_metric (E5_loc_heavy),0.5,0.3233948076077844,-0.2337696616058558,0.686524175169374,0.02842328282206259
lateral,oracle,multimetric_dE_oracle,0.1,0.07117878033082031,-0.7578477290525725,0.567193957053741,0.006255927914359232
lateral,oracle,multimetric_dE_oracle,0.2,-0.054226193790164044,-0.9361896156109603,0.4481291223977731,-0.004765959150250459
lateral,oracle,multimetric_dE_oracle,0.3,-0.1279938256260377,-1.0949836773510544,0.3602253668350297,-0.011249422129432675
lateral,oracle,multimetric_dE_oracle,0.5,-0.12061706244245074,-1.1127425961386945,0.37239126584048565,-0.010601075831514489
lateral,oracle,PKL_gain,0.1,-0.0566925509519101,-0.8708974369863167,0.3759788061715349,-0.004982728144369709
lateral,oracle,PKL_gain,0.2,0.1068222531856885,-0.6951810917575925,0.4784585244385136,0.009388645218043123
lateral,oracle,PKL_gain,0.3,0.042024555001851704,-0.7947017233444256,0.41811635599601443,0.0036935528468274768
lateral,oracle,PKL_gain,0.5,0.042024555001851704,-0.7909782323103998,0.42280567634480937,0.0036935528468274768
lateral,oracle,TIP_gain,0.1,-0.0566925509519101,-0.9245437125253526,0.35000311509318466,-0.004982728144369709
lateral,oracle,TIP_gain,0.2,-0.1071038791383455,-0.9760068136143204,0.3004760415096662,-0.009413397421585337
lateral,oracle,TIP_gain,0.3,-0.09972711595475856,-0.9760068136143204,0.3048726841212365,-0.008765051123667152
lateral,oracle,TIP_gain,0.5,-0.03911984001760889,-0.8653469011203638,0.4079558104411157,-0.003438256430272923
lateral,oracle,decision_oracle_dJ,0.1,1.0,1.0,1.0,0.08789034997907127
lateral,oracle,decision_oracle_dJ,0.2,1.0,1.0,1.0,0.08789034997907127
lateral,oracle,decision_oracle_dJ,0.3,1.0,1.0,1.0,0.08789034997907127
lateral,oracle,decision_oracle_dJ,0.5,1.0,1.0,1.0,0.08789034997907127
lateral,oracle,uncertainty [scene-z],0.1,0.11311780491555652,-0.2930550444057112,0.32928676819668895,0.009941963462892571
lateral,oracle,uncertainty [scene-z],0.2,0.03267575140045677,-1.095051634857692,0.511797523215316,0.0028718832264152737
lateral,oracle,uncertainty [scene-z],0.3,0.37823504951589865,-0.7468771841342611,0.7741878528178012,0.033243210876303685
lateral,oracle,uncertainty [scene-z],0.5,0.35069574312345925,-0.7323359617282298,0.7626266133849815,0.030822771599291313
lateral,oracle,criticality [scene-z],0.1,-0.24350797423240803,-1.2300098865351634,0.1464496062789731,-0.02140200107798101
lateral,oracle,criticality [scene-z],0.2,-0.059359985386695784,-1.176596627124145,0.4234154756832655,-0.005217169890389249
lateral,oracle,criticality [scene-z],0.3,0.07073798644932548,-1.0932331669569202,0.5643783770282675,0.006217186385846018
lateral,oracle,criticality [scene-z],0.5,0.005088850040273962,-1.2397458251790623,0.4865070665774492,0.00044726081103068944
lateral,oracle,perception_oracle_dE [scene-z],0.1,0.1269981445894343,-0.011641501141360231,0.4364993135733623,0.011161911374658075
lateral,oracle,perception_oracle_dE [scene-z],0.2,-0.03730713842144683,-0.7111559993564139,0.4037937549309451,-0.003278937452578619
lateral,oracle,perception_oracle_dE [scene-z],0.3,0.05195575202483798,-0.9545934795791429,0.5040887647321495,0.004566409228888851
lateral,oracle,perception_oracle_dE [scene-z],0.5,0.17484247994043536,-0.9590795906491357,0.6206852408355238,0.015366966753173613
lateral,oracle,best_dE_metric (E5_loc_heavy) [scene-z],0.1,0.22753108717804238,0.0,0.4215519392962898,0.01999778688319672
lateral,oracle,best_dE_metric (E5_loc_heavy) [scene-z],0.2,0.22753108717804238,-0.14696906142475083,0.5133488406978398,0.01999778688319672
lateral,oracle,best_dE_metric (E5_loc_heavy) [scene-z],0.3,0.36637549688987203,-0.015303182620466035,0.7067462966117761,0.03220087064540699
lateral,oracle,best_dE_metric (E5_loc_heavy) [scene-z],0.5,0.4881841557653462,0.06469905261925628,0.8218596728979428,0.042906676304453724
lateral,oracle,multimetric_dE_oracle [scene-z],0.1,0.20189893518653626,-0.3504728292918604,0.6177300995479743,0.0177449680739465
lateral,oracle,multimetric_dE_oracle [scene-z],0.2,0.02691820122929655,-0.9281949558269753,0.5178398646384746,0.0023658501268499403
lateral,oracle,multimetric_dE_oracle [scene-z],0.3,-0.1132402992588617,-1.0942985045547438,0.4230216459262974,-0.00995272953359612
lateral,oracle,multimetric_dE_oracle [scene-z],0.5,-0.1132402992588617,-1.1295743918470738,0.4185159424384813,-0.00995272953359612
lateral,oracle,PKL_gain [scene-z],0.1,0.06797069092584118,-0.6153146513875589,0.4873771319192865,0.005973967813791465
lateral,oracle,PKL_gain [scene-z],0.2,0.1572335813721239,-0.7405974932401895,0.589310019571724,0.013819314495258752
lateral,oracle,PKL_gain [scene-z],0.3,0.16461034455571083,-0.7405974932401895,0.6343139286855285,0.014467660793176936
lateral,oracle,PKL_gain [scene-z],0.5,0.13054571320490135,-0.771918058652036,0.5955995392740493,0.011473708421846245
lateral,oracle,TIP_gain [scene-z],0.1,-0.0566925509519101,-0.9245437125253526,0.35000311509318466,-0.004982728144369709
lateral,oracle,TIP_gain [scene-z],0.2,-0.04931578776832106,-1.0055212609496262,0.46340740572679495,-0.0043343818464513404
lateral,oracle,TIP_gain [scene-z],0.3,-0.04193902458473621,-1.0055212609496262,0.46518794774682315,-0.0036860355485333397
lateral,oracle,TIP_gain [scene-z],0.5,0.018668251352413463,-0.9024883075743503,0.5401588144400902,0.0016407591448608899
